Timestamp (s),Code,Code,Code,Code,Code,Code,Code,Energy (J),Duration (s),Feed rate (mm/min),Spindle speed (RPM),Spindle Load,X Load,Y Load,Z Load,X (mm),Y (mm),dX (code) (mm),dY (code) (mm),Length of Cut XY (code) (mm),Z (mm),dZ (mm),Cutting Strategy,IdX (mm),IdY (mm),Depth of Cut(mm),Area of Cut (mm^2),Volume of Cut (mm^3),Cut / No Cut,Length of Cut XYZ (code) (mm),Modal G-Code,Operation
8.66,%,,,,,,,0,0.3,,,,2,19,17,0,0,0,0,,0,,,,,,,,,,0,
8.96,G91,G28,Z0,M19,,,,435.770016,0.57,,53.82758621,7.482758621,1.517241379,19.48275862,17,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,
9.53,G04,X1.0000,,,,,,770.776896,2.3,,0,0,1.874458874,19.62770563,16.39393939,0,0,0,0,0,0,0,,0,0,0,0,0,Dwell,0,0,
11.83,G30,Z0.0000,,,,,,375.009208,0.56,,0,0,2,19,15,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,
12.39,G04,X1.0000,,,,,,0,0.3,,0,0,6.290322581,23.16129032,14.96774194,0,0,0,0,0,0,0,,0,0,0,0,0,Dwell,0,0,
12.69,G90,G17,G00,X-31.5880,Y-36.5740,,,589.413256,1.19,,0,0,78.63333333,60.80833333,14.275,-31.588,-36.574,-31.588,-36.574,48.32658916,0,0,,0,0,0,0,0,No Cut - Rapid motion,48.32658916,0,
13.88,G04,X1.0000,,,,,,501.201112,0.9,164.8351648,13.6043956,0.461538462,5.043956044,1.978021978,15.41758242,-31.588,-36.574,0,0,0,0,0,,0,0,0,0,0,Dwell,0,1,
14.78,G43,Z1.0000,H2,S1500,M3,,,550.982244,0.61,14758.06452,1367.709677,23.87096774,5.516129032,2,17.33870968,-31.588,-36.574,0,0,0,1,1,,0,0,0,0,0,No Cut - Rapid motion,1,0,
15.39,G04,X1.0000,,,,,,0,0.9,0,1499,3,6,2.318681319,17.83516484,-31.588,-36.574,0,0,0,1,0,,0,0,0,0,0,Dwell,0,0,
16.29,Z-1.0000,,,,,,,1056.671308,1.83,63.19565217,1499,3,5.5,2,10.53804348,-31.588,-36.574,0,0,0,-1,-2,,0,0,0,71.25573925,0,Air-Cut in Z while plunging,0,1,
18.12,G04,X1.0000,,,,,,515.667668,0.9,0,1499,3,5.989010989,2.747252747,19.75824176,-31.588,-36.574,0,0,0,-1,0,,0,0,0,0,0,Dwell,0,1,
19.02,Y30.0000,,,,,,,27755.30254,52.45,75.85665269,1504.577583,7.266679375,2.772016775,9.705489897,22.36427754,-31.588,30,0,66.574,66.574,-1,0,Climb,4.9,63.4,1,317.07,317.07,Cut with Feed,66.574,1,Face Milling
71.47,G04,X1.0000,,,,,,511.940288,1.18,7.462184874,1499,2.008403361,13.8907563,7.033613445,25.24369748,-31.588,30,0,0,0,-1,0,,0,0,0,0,0,Dwell,0,1,Face Milling
72.65,X-28.4130,Y31.5880,,,,,,1549.014324,2.71,75.72058824,1503.448529,4.213235294,27.76838235,13.98529412,25.99264706,-28.413,31.588,3.175,1.588,3.549981549,-1,0,Climb,3.4,4.6,1,10.65,10.65,Cut with Feed,3.549981549,1,Face Milling
75.36,G04,X1.0000,,,,,,517.006624,1.17,0,1501.542373,2.279661017,12.81355932,8.042372881,23,-28.413,31.588,0,0,0,-1,0,,0,0,0,0,0,Dwell,0,1,Face Milling
76.53,Y-31.5880,,,,,,,16992.63909,49.83,75.9847512,1503.664928,7.127407705,8.885032103,11.03952648,20.87821027,-28.413,-31.588,0,-63.176,63.176,-1,0,Conventional,3,63.2,1,186.59,186.59,Cut with Feed,63.176,1,Face Milling
126.36,G04,X1.0000,,,,,,511.275176,0.91,0,1499,2,6.630434783,6,17.67391304,-28.413,-31.588,0,0,0,-1,0,,0,0,0,0,0,Dwell,0,1,Face Milling
127.27,X-25.2380,,,,,,,1050.481208,2.72,69.97802198,1500.098901,6.626373626,28.92307692,6.095238095,16.12087912,-25.238,-31.588,3.175,0,3.175,-1,0,Conventional,3.1,4.5,1,10.55,10.55,Cut with Feed,3.175,1,Face Milling
129.99,G04,X1.0000,,,,,,531.307864,0.91,0,1499,2.043478261,5.086956522,4.076086957,20.64130435,-25.238,-31.588,0,0,0,-1,0,,0,0,0,0,0,Dwell,0,1,Face Milling
130.9,Y31.5880,,,,,,,26637.33615,49.74,75.98834171,1502.644221,7.878994975,13.27417085,9.996984925,15.2038191,-25.238,31.588,0,63.176,63.176,-1,0,Climb,3.2,63.2,1,192.65,192.65,Cut with Feed,63.176,1,Face Milling
180.64,G04,X1.0000,,,,,,503.82678,1.18,5.176470588,1499,1.008403361,5.235294118,7.756302521,22,-25.238,31.588,0,0,0,-1,0,,0,0,0,0,0,Dwell,0,1,Face Milling
181.82,X-22.0630,,,,,,,1092.263976,2.7,72.17712177,1501.103321,5.859778598,30.12177122,4.874538745,20.87822878,-22.063,31.588,3.175,0,3.175,-1,0,Climb,3.1,4.5,1,10.42,10.42,Cut with Feed,3.175,1,Face Milling
184.52,G04,X1.0000,,,,,,524.082356,0.87,0,1499,2.056818182,7.636363636,7.363636364,17.01136364,-22.063,31.588,0,0,0,-1,0,,0,0,0,0,0,Dwell,0,1,Face Milling
185.39,Y-31.5880,,,,,,,13096.41344,37.44,101.9727637,1503.168224,9.128971963,8.916955941,11.58291055,18.65367156,-22.063,-31.588,0,-63.176,63.176,-1,0,Conventional,3.2,63.2,1,192.78,192.78,Cut with Feed,63.176,1,Face Milling
222.83,G04,X1.0000,,,,,,513.223448,0.9,0,1499,2.010989011,6.384615385,5.989010989,18.35164835,-22.063,-31.588,0,0,0,-1,0,,0,0,0,0,0,Dwell,0,1,Face Milling
223.73,X-18.8880,,,,,,,1112.032188,2.11,100.8113208,1503.339623,8.122641509,23.8490566,6.009433962,15.58018868,-18.888,-31.588,3.175,0,3.175,-1,0,Conventional,3.1,4.4,1,10.33,10.33,Cut with Feed,3.175,1,Face Milling
225.84,G04,X1.0000,,,,,,530.298652,0.93,0,1499,2.063829787,7.680851064,4.382978723,22.0106383,-18.888,-31.588,0,0,0,-1,0,,0,0,0,0,0,Dwell,0,1,Face Milling
226.77,Y31.5880,,,,,,,20046.58638,37.22,101.978512,1502.929627,9.998119796,13.53934999,10.3201719,15.35992479,-18.888,31.588,0,63.176,63.176,-1,0,Climb,3.2,63.2,1,192.87,192.87,Cut with Feed,63.176,1,Face Milling
263.99,G04,X1.0000,,,,,,539.307708,1.22,5.837398374,1499,1.520325203,5.170731707,7.414634146,22.76422764,-18.888,31.588,0,0,0,-1,0,,0,0,0,0,0,Dwell,0,1,Face Milling
265.21,X-15.7130,,,,,,,1162.751196,1.81,101.4395604,1502.241758,7.472527473,36.07142857,4.318681319,22.15934066,-15.713,31.588,3.175,0,3.175,-1,0,Climb,3,4.4,1,10.19,10.19,Cut with Feed,3.175,1,Face Milling
267.02,G04,X1.0000,,,,,,557.047876,1.2,0,1501.727273,2.859504132,6.272727273,7.016528926,18.57024793,-15.713,31.588,0,0,0,-1,0,,0,0,0,0,0,Dwell,0,1,Face Milling
268.22,Y-31.5880,,,,,,,16617.99648,29.81,126.9574111,1503.466801,10.3943662,6.26056338,11.63816231,20.62709591,-15.713,-31.588,0,-63.176,63.176,-1,0,Conventional,3.1,63.2,1,186.66,186.66,Cut with Feed,63.176,1,Face Milling
298.03,G04,X1.0000,,,,,,513.159808,1.16,0,1499,2.034188034,2.692307692,5.504273504,18.75213675,-15.713,-31.588,0,0,0,-1,0,,0,0,0,0,0,Dwell,0,1,Face Milling
299.19,X-12.5380,,,,,,,1058.559344,1.52,126.1699346,1502.986928,9.705882353,38.50980392,5.803921569,14.47058824,-12.538,-31.588,3.175,0,3.175,-1,0,Conventional,3.1,4.5,1,10.55,10.55,Cut with Feed,3.175,1,Face Milling
300.71,G04,X1.0000,,,,,,0,0.89,0,1502.222222,2.388888889,6.055555556,3.422222222,21.35555556,-12.538,-31.588,0,0,0,-1,0,,0,0,0,0,0,Dwell,0,1,Face Milling
301.6,Y31.5880,,,,,,,14072.65326,29.93,126.1359385,1502.393454,10.75617902,13.07748831,10.51002004,15.24682699,-12.538,31.588,0,63.176,63.176,-1,0,Climb,3.2,63.2,1,192.65,192.65,Cut with Feed,63.176,1,Face Milling
331.53,G04,X1.0000,,,,,,0,1.21,0,1499,1.024590164,4.459016393,7.713114754,24.48360656,-12.538,31.588,0,0,0,-1,0,,0,0,0,0,0,Dwell,0,1,Face Milling
332.74,X-9.3630,,,,,,,0,1.52,126.1699346,1501.091503,8.189542484,33.03921569,6.437908497,21.17647059,-9.363,31.588,3.175,0,3.175,-1,0,Climb,3.1,4.5,1,10.42,10.42,Cut with Feed,3.175,1,Face Milling
334.26,G04,X1.0000,,,,,,0,0.9,0,1499,2.406593407,6.010989011,8.395604396,17.72527473,-9.363,31.588,0,0,0,-1,0,,0,0,0,0,0,Dwell,0,1,Face Milling
335.16,Y-31.5880,,,,,,,11141.37695,25.03,150.1789137,1502.901757,11.62819489,6.779952077,13.18530351,20.73522364,-9.363,-31.588,0,-63.176,63.176,-1,0,Conventional,3.2,63.2,1,192.78,192.78,Cut with Feed,63.176,1,Face Milling
360.19,G04,X1.0000,,,,,,743.840304,1.19,0,1499,1.291666667,4.025,6.233333333,19.49166667,-9.363,-31.588,0,0,0,-1,0,,0,0,0,0,0,Dwell,0,1,Face Milling
361.38,X-6.1880,,,,,,,566.890468,1.22,150.7642276,1501.601626,10.41463415,45.69105691,4.479674797,15.06504065,-6.188,-31.588,3.175,0,3.175,-1,0,Conventional,3.1,4.4,1,10.33,10.33,Cut with Feed,3.175,1,Face Milling
362.6,G04,X1.0000,,,,,,526.001028,0.91,0,1502.369565,2.054347826,3.760869565,2.760869565,23.64130435,-6.188,-31.588,0,0,0,-1,0,,0,0,0,0,0,Dwell,0,1,Face Milling
363.51,Y31.5880,,,,,,,13551.02844,25.11,151.6970541,1503.028662,12.31528662,13.57523885,11.23726115,15.58240446,-6.188,31.588,0,63.176,63.176,-1,0,Climb,3.2,63.2,1,192.87,192.87,Cut with Feed,63.176,1,Face Milling
388.62,G04,X1.0000,,,,,,572.823048,0.87,0,1499,1.022727273,3.329545455,7.318181818,24.31818182,-6.188,31.588,0,0,0,-1,0,,0,0,0,0,0,Dwell,0,1,Face Milling
389.49,X-3.0130,,,,,,,529.838372,1.51,151,1505.052632,8.631578947,19.68421053,4.802631579,22.99342105,-3.013,31.588,3.175,0,3.175,-1,0,Climb,3,4.4,1,10.19,10.19,Cut with Feed,3.175,1,Face Milling
391,G04,X1.0000,,,,,,1120.541744,1.76,0,2165.039548,12.14124294,8.152542373,7.672316384,19.66666667,-3.013,31.588,0,0,0,-1,0,,0,0,0,0,0,Dwell,0,1,Face Milling
392.76,F152.4,,,,,,,0,0.3,4.903225806,2998,3.193548387,6.032258065,8.096774194,19.03225806,-3.013,31.588,0,0,0,-1,0,,0,0,0,0,0,,0,1,Face Milling
393.06,Y-31.5880,,,,,,,5569.147056,24.69,151.9522267,2998,8.768016194,8.712550607,11.36558704,21.14979757,-3.013,-31.588,0,-63.176,63.176,-1,0,Conventional,3.1,63.2,1,186.66,186.66,Cut with Feed,63.176,1,Face Milling
417.75,G04,X1.0000,,,,,,521.01032,1.22,9.528455285,2998,1.276422764,4.333333333,6.731707317,20.50406504,-3.013,-31.588,0,0,0,-1,0,,0,0,0,0,0,Dwell,0,1,Face Milling
418.97,X0.1630,,,,,,,582.358096,1.21,150.7540984,2998,7.721311475,37.86065574,6.237704918,17,0.163,-31.588,3.176,0,3.176,-1,0,Conventional,3.1,4.5,1,10.55,10.55,Cut with Feed,3.176,1,Face Milling
420.18,G04,X1.0000,,,,,,1059.103096,1.2,0,2998,2.289256198,5.231404959,3.32231405,21.72727273,0.163,-31.588,0,0,0,-1,0,,0,0,0,0,0,Dwell,0,1,Face Milling
421.38,Y31.5880,,,,,,,13132.04237,24.74,151.9385859,2998,8.881616162,8.654141414,11.26666667,17.00242424,0.163,31.588,0,63.176,63.176,-1,0,Climb,3.2,63.2,1,192.65,192.65,Cut with Feed,63.176,1,Face Milling
446.12,G04,X1.0000,,,,,,1035.126652,1.21,0,2998,1.024590164,5.213114754,8.008196721,21.51639344,0.163,31.588,0,0,0,-1,0,,0,0,0,0,0,Dwell,0,1,Face Milling
447.33,X3.3380,,,,,,,539.87144,1.19,150.7333333,2998,6.716666667,32.75,2.966666667,22,3.338,31.588,3.175,0,3.175,-1,0,Climb,3.1,4.5,1,10.42,10.42,Cut with Feed,3.175,1,Face Milling
448.52,G04,X1.0000,,,,,,522.902352,0.91,0,2998,2.652173913,7.304347826,8.326086957,19.2826087,3.338,31.588,0,0,0,-1,0,,0,0,0,0,0,Dwell,0,1,Face Milling
449.43,Y-31.5880,,,,,,,9968.392296,18.8,199.4385965,2998,9.72036151,9.271132376,12.38277512,20.64114833,3.338,-31.588,0,-63.176,63.176,-1,0,Conventional,3.2,63.2,1,192.78,192.78,Cut with Feed,63.176,1,Face Milling
468.23,G04,X1.0000,,,,,,515.8022,1.19,0,2998,1.3,3.45,6.308333333,19.5,3.338,-31.588,0,0,0,-1,0,,0,0,0,0,0,Dwell,0,1,Face Milling
469.42,X6.5130,,,,,,,539.765916,0.89,200.7444444,2998,9.3,44.42222222,8.244444444,15.66666667,6.513,-31.588,3.175,0,3.175,-1,0,Conventional,3.1,4.4,1,10.33,10.33,Cut with Feed,3.175,1,Face Milling
470.31,G04,X1.0000,,,,,,535.973268,0.9,0,2998,2.307692308,5.32967033,3.351648352,24.72527473,6.513,-31.588,0,0,0,-1,0,,0,0,0,0,0,Dwell,0,1,Face Milling
471.21,Y31.5880,,,,,,,10391.6427,18.79,199.6526596,2998,10.09414894,10.93989362,11.56542553,17.09521277,6.513,31.588,0,63.176,63.176,-1,0,Climb,3.2,63.2,1,192.87,192.87,Cut with Feed,63.176,1,Face Milling
490,G04,X1.0000,,,,,,516.290304,1.2,0,2998,1.033057851,2.719008264,7.958677686,22.99173554,6.513,31.588,0,0,0,-1,0,,0,0,0,0,0,Dwell,0,1,Face Milling
491.2,X9.6880,,,,,,,592.108188,0.88,200.7191011,2998,7.640449438,23,9.887640449,23.01123596,9.688,31.588,3.175,0,3.175,-1,0,Climb,3.1,4.4,1,10.2,10.2,Cut with Feed,3.175,1,Face Milling
492.08,G04,X1.0000,,,,,,530.013752,0.9,0,2998,2.340659341,7.285714286,7.659340659,20.36263736,9.688,31.588,0,0,0,-1,0,,0,0,0,0,0,Dwell,0,1,Face Milling
492.98,Y-31.5880,,,,,,,8359.94132,15.23,249,2998,10.69225722,6.999343832,13.37926509,22.20209974,9.688,-31.588,0,-63.176,63.176,-1,0,Conventional,3.2,63.2,1,192.98,192.98,Cut with Feed,63.176,1,Face Milling
508.21,G04,X1.0000,,,,,,519.148184,0.87,0,2998,1.034090909,3.090909091,6.011363636,20.01136364,9.688,-31.588,0,0,0,-1,0,,0,0,0,0,0,Dwell,0,1,Face Milling
509.08,X12.8630,,,,,,,536.362064,0.9,251.2087912,2998,8.252747253,26.78021978,5.967032967,18.0989011,12.863,-31.588,3.175,0,3.175,-1,0,Conventional,3,4.4,1,10.09,10.09,Cut with Feed,3.175,1,Face Milling
509.98,G04,X1.0000,,,,,,527.436036,0.88,0,2998,2.359550562,5.011235955,3.651685393,25.3258427,12.863,-31.588,0,0,0,-1,0,,0,0,0,0,0,Dwell,0,1,Face Milling
510.86,Y31.5880,,,,,,,8311.770428,15.2,248.8231427,2998,10.84615385,13.97501644,12.75871137,17.24654832,12.863,31.588,0,63.176,63.176,-1,0,Climb,3.2,63.2,1,186.77,186.77,Cut with Feed,63.176,1,Face Milling
526.06,G04,X1.0000,,,,,,0,0.88,0,2998,1,1.449438202,7.674157303,24.33707865,12.863,31.588,0,0,0,-1,0,,0,0,0,0,0,Dwell,0,1,Face Milling
526.94,X16.0380,,,,,,,568.802036,0.9,167.4725275,2998,6.263736264,40.28571429,12.8021978,23.03296703,16.038,31.588,3.175,0,3.175,-1,0,Climb,3.1,4.5,1,10.42,10.42,Cut with Feed,3.175,1,Face Milling
527.84,G04,X1.0000,,,,,,1042.586592,1.19,0,2998,2.558333333,6.983333333,7.975,18.51666667,16.038,31.588,0,0,0,-1,0,,0,0,0,0,0,Dwell,0,1,Face Milling
529.03,Y-31.5880,,,,,,,6703.229024,12.53,302.1730463,2998,11.75677831,8.206539075,14.27113238,21.66427432,16.038,-31.588,0,-63.176,63.176,-1,0,Conventional,6.4,63.2,1,192.79,192.79,Cut with Feed,63.176,1,Face Milling
541.56,G04,X1.0000,,,,,,516.970364,0.9,0,2998,1.065934066,2.274725275,5.67032967,21.93406593,16.038,-31.588,0,0,0,-1,0,,0,0,0,0,0,Dwell,0,1,Face Milling
542.46,X19.2130,,,,,,,536.573704,0.59,299.9166667,2998,9.4,40.31666667,5.933333333,16.98333333,19.213,-31.588,3.175,0,3.175,-1,0,Conventional,3.1,4.4,1,10.33,10.33,Cut with Feed,3.175,1,Face Milling
543.05,G04,X1.0000,,,,,,522.424164,1.2,0,2998,2.603305785,6.066115702,2.305785124,22.38842975,19.213,-31.588,0,0,0,-1,0,,0,0,0,0,0,Dwell,0,1,Face Milling
544.25,Y31.5880,,,,,,,6760.538472,12.53,304.7567783,2998,11.94896332,13.40430622,13.85247209,16.98405104,19.213,31.588,0,63.176,63.176,-1,0,Climb,3.2,63.2,1,192.87,192.87,Cut with Feed,63.176,1,Face Milling
556.78,G04,X1.0000,,,,,,515.030676,0.87,0,2998,1.034090909,1.113636364,7.977272727,26.67045455,19.213,31.588,0,0,0,-1,0,,0,0,0,0,0,Dwell,0,1,Face Milling
557.65,X22.3880,,,,,,,586.702636,0.89,199.9444444,2998,8.244444444,28.62222222,8.922222222,22.64444444,22.388,31.588,3.175,0,3.175,-1,0,Climb,3.1,4.4,1,10.2,10.2,Cut with Feed,3.175,1,Face Milling
558.54,G04,X1.0000,,,,,,518.336108,0.91,0,2998,2.086956522,9,8.543478261,20.68478261,22.388,31.588,0,0,0,-1,0,,0,0,0,0,0,Dwell,0,1,Face Milling
559.45,Y-31.5880,,,,,,,6677.145208,12.5,304.756195,2998,12.11031175,5.601119105,14.28297362,21.26538769,22.388,-31.588,0,-63.176,63.176,-1,0,Conventional,3.2,63.2,1,192.98,192.98,Cut with Feed,63.176,1,Face Milling
571.95,G04,X1.0000,,,,,,522.888144,1.17,0,2998,1.06779661,2.06779661,6.457627119,20.22881356,22.388,-31.588,0,0,0,-1,0,,0,0,0,0,0,Dwell,0,1,Face Milling
573.12,X25.5630,,,,,,,522.012132,0.61,300.0806452,2998,11.40322581,34.41935484,3.016129032,16.5483871,25.563,-31.588,3.175,0,3.175,-1,0,Conventional,3,4.4,1,10.09,10.09,Cut with Feed,3.175,1,Face Milling
573.73,G04,X1.0000,,,,,,535.145208,0.9,0,2997.89011,2.098901099,3.318681319,2.835164835,23.94505495,25.563,-31.588,0,0,0,-1,0,,0,0,0,0,0,Dwell,0,1,Face Milling
574.63,Y31.5880,,,,,,,6763.70434,12.53,300.5940989,2997.760766,12.14832536,13.70334928,14.19776715,16.97049442,25.563,31.588,0,63.176,63.176,-1,0,Climb,3.2,63.2,1,186.77,186.77,Cut with Feed,63.176,1,Face Milling
587.16,G04,X1.0000,,,,,,527.21892,1.23,0,2998,1.048387097,1.677419355,8.717741935,23.48387097,25.563,31.588,0,0,0,-1,0,,0,0,0,0,0,Dwell,0,1,Face Milling
588.39,X28.7380,,,,,,,535.528528,0.59,299.9166667,2998,5.95,27.65,10.86666667,22.5,28.738,31.588,3.175,0,3.175,-1,0,Climb,1.4,4.5,1,5.94,5.94,Cut with Feed,3.175,1,Face Milling
588.98,G04,X1.0000,,,,,,551.809268,0.87,0,2998,1.340909091,7.318181818,8.465909091,20.31818182,28.738,31.588,0,0,0,-1,0,,0,0,0,0,0,Dwell,0,1,Face Milling
589.85,Y-31.5880,,,,,,,6464.819524,12.55,297.7149682,2998,4.718152866,4.376592357,14.82006369,22.53264331,28.738,-31.588,0,-63.176,63.176,-1,0,Conventional,4.6,59.6,1,83.01,83.01,Cut with Feed,63.176,1,Face Milling
602.4,G04,X1.0000,,,,,,0,1.21,0,2998,1,11.40163934,7.024590164,16.76229508,28.738,-31.588,0,0,0,-1,0,,0,0,0,0,0,Dwell,0,1,Face Milling
603.61,X31.5880,Y-30.0000,,,,,,0,0.57,299.7413793,2998,1,27.75862069,10.46551724,18.53448276,31.588,-30,2.85,1.588,3.262551762,-1,0,Both,0,0,1,0,0,Air-Cut,3.262551762,1,Face Milling
604.18,G04,X1.0000,,,,,,0,1.15,0,2998,1,7.672413793,2.275862069,19.99137931,31.588,-30,0,0,0,-1,0,,0,0,0,0,0,Dwell,0,1,Face Milling
605.33,Y36.5740,,,,,,,0,13,304.8039969,2998,1,8.272098386,14.09761722,18.7432744,31.588,36.574,0,66.574,66.574,-1,0,Both,0,0,1,0,0,Air-Cut,66.574,1,Face Milling
618.33,G04,X1.0000,,,,,,0,1.16,14.57264957,2998,1,7.487179487,8.957264957,17.91452991,31.588,36.574,0,0,0,-1,0,,0,0,0,0,0,Dwell,0,1,Face Milling
619.49,Z0,,,,,,,0,0.28,294.4827586,2998,1,7.034482759,8,37.79310345,31.588,36.574,0,0,0,0,1,,0,0,0,0,0,Air-cut in Z while retracting,1,1,Face Milling
619.77,G04,X1.0000,,,,,,449.311276,0.9,186.6923077,2998,1,8.813186813,8.417582418,29.69230769,31.588,36.574,0,0,0,0,0,,0,0,0,0,0,Dwell,0,1,Face Milling
620.67,G00,X-31.5880,Y-36.5740,,,,,0,0.58,11768.33898,2998,1,60.47457627,28.45762712,30.57627119,-31.588,-36.574,-63.176,-73.148,96.65317832,0,0,,0,0,0,0,0,No Cut - Rapid motion,96.65317832,0,Face Milling
621.25,G04,X1.0000,,,,,,660.386508,0.88,0,2998,1,5.02247191,1.662921348,31.7752809,-31.588,-36.574,0,0,0,0,0,,0,0,0,0,0,Dwell,0,0,Face Milling
622.13,Z-2.0000,,,,,,,1031.006036,1.76,75.57062147,2998,1.502824859,3.350282486,1.327683616,11.70621469,-31.588,-36.574,0,0,1,-2,-2,,0,0,1,71.25573925,71.25573925,Plunge with feed,1,1,Face Milling
623.89,G04,X1.0000,,,,,,515.808712,0.9,0,2998,1.032967033,7.593406593,2.10989011,20.05494505,-31.588,-36.574,0,0,0,-2,0,,0,0,0,0,0,Dwell,0,1,Face Milling
624.79,Y30.0000,,,,,,,28664.15767,52.66,75.92291627,2997.886083,10.34307955,4.725270552,10.27226125,18.37193848,-31.588,30,0,66.574,66.574,-2,0,Climb,4.9,63.4,1,317.07,317.07,Cut with Feed,66.574,1,Face Milling
677.45,G04,X1.0000,,,,,,515.660712,0.9,0,2998,1.032967033,10.40659341,7.054945055,21.64835165,-31.588,30,0,0,0,-2,0,,0,0,0,0,0,Dwell,0,1,Face Milling
678.35,X-28.4130,Y31.5880,,,,,,1595.882372,2.78,75.72759857,2998,6.215053763,34.18637993,12.67383513,20.89964158,-28.413,31.588,3.175,1.588,3.549981549,-2,0,Climb,3.4,4.6,1,10.65,10.65,Cut with Feed,3.549981549,1,Face Milling
681.13,G04,X1.0000,,,,,,1129.039164,2.1,0,3630.554502,13.44075829,9.156398104,8.142180095,22.80094787,-28.413,31.588,0,0,0,-2,0,,0,0,0,0,0,Dwell,0,1,Face Milling
683.23,Y-31.5880,,,,,,,9738.575824,16.69,228.8628743,4500,12.8011976,10.68502994,17.88263473,21.88383234,-28.413,-31.588,0,-63.176,63.176,-2,0,Conventional,3,63.2,1,186.59,186.59,Cut with Feed,63.176,1,Face Milling
699.92,G04,X1.0000,,,,,,521.139228,0.9,0,4500,2.021978022,1.747252747,6.010989011,23.68131868,-28.413,-31.588,0,0,0,-2,0,,0,0,0,0,0,Dwell,0,1,Face Milling
700.82,X-25.2380,,,,,,,0,0.94,193.5789474,4500,9.957894737,32.72631579,6.642105263,21.72631579,-25.238,-31.588,3.175,0,3.175,-2,0,Conventional,3.1,4.5,1,10.55,10.55,Cut with Feed,3.175,1,Face Milling
701.76,G04,X1.0000,,,,,,1085.836928,1.21,0,4500,4.344262295,8.090163934,3.614754098,26.18032787,-25.238,-31.588,0,0,0,-2,0,,0,0,0,0,0,Dwell,0,1,Face Milling
702.97,Y31.5880,,,,,,,9122.699872,16.49,228.8612121,4500,12.60121212,16.00848485,11.92242424,21.21090909,-25.238,31.588,0,63.176,63.176,-2,0,Climb,3.2,63.2,1,192.65,192.65,Cut with Feed,63.176,1,Face Milling
719.46,G04,X1.0000,,,,,,521.225364,1.15,0,4500,2.043103448,5.198275862,8.784482759,25.48275862,-25.238,31.588,0,0,0,-2,0,,0,0,0,0,0,Dwell,0,1,Face Milling
720.61,X-22.0630,,,,,,,531.922656,0.91,226.5108696,4500,10.30434783,31.19565217,12.7173913,21.97826087,-22.063,31.588,3.175,0,3.175,-2,0,Climb,3.1,4.5,1,10.42,10.42,Cut with Feed,3.175,1,Face Milling
721.52,G04,X1.0000,,,,,,543.245988,0.88,0,4500,3.101123596,11.52808989,7.303370787,20.69662921,-22.063,31.588,0,0,0,-2,0,,0,0,0,0,0,Dwell,0,1,Face Milling
722.4,Y-31.5880,,,,,,,7515.52954,12.64,301.6521739,4500,14.41818182,10.02450593,16.45770751,21.75335968,-22.063,-31.588,0,-63.176,63.176,-2,0,Conventional,3.2,63.2,1,192.78,192.78,Cut with Feed,63.176,1,Face Milling
735.04,G04,X1.0000,,,,,,0,0.91,0,4500,2.054347826,2.652173913,6.326086957,23.33695652,-22.063,-31.588,0,0,0,-2,0,,0,0,0,0,0,Dwell,0,1,Face Milling
735.95,X-18.8880,,,,,,,523.551776,0.91,301.6847826,4500,10.92391304,50.18478261,7.641304348,21.73913043,-18.888,-31.588,3.175,0,3.175,-2,0,Conventional,3.1,4.4,1,10.33,10.33,Cut with Feed,3.175,1,Face Milling
736.86,G04,X1.0000,,,,,,557.748064,0.88,0,4500,3.112359551,5.337078652,3.786516854,26.93258427,-18.888,-31.588,0,0,0,-2,0,,0,0,0,0,0,Dwell,0,1,Face Milling
737.74,Y31.5880,,,,,,,6899.041756,12.48,304.7558046,4500,13.68935148,18.84707766,13.07526021,21.14571657,-18.888,31.588,0,63.176,63.176,-2,0,Climb,3.2,63.2,1,192.87,192.87,Cut with Feed,63.176,1,Face Milling
750.22,G04,X1.0000,,,,,,1052.30368,1.15,0,4500,1.568965517,3.077586207,7.948275862,26.94827586,-18.888,31.588,0,0,0,-2,0,,0,0,0,0,0,Dwell,0,1,Face Milling
751.37,X-15.7130,,,,,,,0,0.61,300.0806452,4500,11.33870968,11.41935484,2.580645161,20.51612903,-15.713,31.588,3.175,0,3.175,-2,0,Climb,3,4.4,1,10.19,10.19,Cut with Feed,3.175,1,Face Milling
751.98,G04,X1.0000,,,,,,545.34078,0.87,0,4500,3.011363636,7.011363636,7.761363636,20.32954545,-15.713,31.588,0,0,0,-2,0,,0,0,0,0,0,Dwell,0,1,Face Milling
752.85,Y-31.5880,,,,,,,5879.526292,10.31,369.9244186,4500,15.44476744,8.303294574,15.51453488,21.43507752,-15.713,-31.588,0,-63.176,63.176,-2,0,Conventional,3.1,63.2,1,186.66,186.66,Cut with Feed,63.176,1,Face Milling
763.16,G04,X1.0000,,,,,,548.725392,0.88,0,4500,3.08988764,1.606741573,6.707865169,23.28089888,-15.713,-31.588,0,0,0,-2,0,,0,0,0,0,0,Dwell,0,1,Face Milling
764.04,X-12.5380,,,,,,,534.882508,0.6,374.7540984,4500,14.3442623,48.29508197,10.8852459,20.1147541,-12.538,-31.588,3.175,0,3.175,-2,0,Conventional,3.1,4.5,1,10.55,10.55,Cut with Feed,3.175,1,Face Milling
