RUN_NAME,Mean,Stdv,Mins,Maxs,Range,STATION_FACTOR,TURB_INT,TREND_CORR_TI
200412221310,11.99,2.21,6.24,19.39,13.15,999.0,18.4,18.4
200412221320,11.02,2.17,5.61,17.84,12.23,999.0,19.7,19.7
200412221330,11.77,2.29,5.00,18.95,13.95,999.0,19.4,19.4
200412221340,12.19,2.24,6.00,20.98,14.98,999.0,18.4,18.4
200412221350,12.69,2.07,6.52,18.85,12.33,999.0,16.4,16.4
200412221400,13.36,2.08,7.47,19.80,12.33,999.0,15.5,15.5
200412221410,13.87,2.28,5.74,20.79,15.05,999.0,16.4,16.4
200412221420,12.64,1.90,6.12,19.84,13.72,999.0,15.0,15.0
200412221430,13.02,1.81,7.11,18.59,11.48,999.0,13.9,13.9
200412221440,12.81,1.97,7.02,19.41,12.39,999.0,15.4,15.4
200412221450,13.11,2.13,6.49,19.28,12.79,999.0,16.3,16.3
200412221500,13.32,2.11,7.17,20.22,13.05,999.0,15.9,15.9
200412221510,12.86,1.92,6.41,19.67,13.26,999.0,14.9,14.9
200412221520,13.03,1.75,7.64,19.39,11.75,999.0,13.4,13.4
200412221530,12.61,1.78,6.83,19.14,12.31,999.0,14.1,14.1
200412221540,12.40,1.73,5.39,20.79,15.40,999.0,13.9,13.9
200412221550,12.08,1.71,7.17,17.47,10.30,999.0,14.2,14.2
200412221600,12.22,1.73,7.13,17.78,10.65,999.0,14.1,14.1
200412221610,11.99,1.73,6.85,16.91,10.06,999.0,14.4,14.4
200412221620,11.82,1.82,5.87,18.07,12.20,999.0,15.4,15.4
200412221630,12.20,1.55,7.15,17.48,10.33,999.0,12.7,12.7
200412221640,11.82,1.77,7.05,17.75,10.70,999.0,15.0,15.0
200412221650,12.07,1.81,6.18,18.66,12.48,999.0,15.0,15.0
200412221700,12.07,1.84,5.77,18.46,12.69,999.0,15.3,15.3
200412221710,11.75,1.83,5.89,17.93,12.04,999.0,15.6,15.6
200412221720,11.67,1.72,6.72,18.06,11.34,999.0,14.7,14.7
200412221730,11.53,1.94,6.37,17.68,11.31,999.0,16.8,16.8
200412221740,11.42,1.94,6.44,18.07,11.63,999.0,17.0,17.0
200412221750,11.11,1.84,6.12,17.32,11.20,999.0,16.6,16.6
200412221800,11.91,1.89,6.65,17.72,11.07,999.0,15.9,15.9
200412221810,10.85,1.85,6.18,17.04,10.86,999.0,17.1,17.1
200412221820,11.05,1.87,6.43,19.04,12.61,999.0,17.0,17.0
200412221830,11.83,2.16,6.42,18.38,11.96,999.0,18.2,18.2
200412221840,12.70,2.07,7.07,19.21,12.14,999.0,16.3,16.3
200412221850,11.00,2.17,6.38,18.28,11.90,999.0,19.7,19.7
200412221900,10.83,1.76,5.53,17.90,12.37,999.0,16.2,16.2
200412221910,9.77,1.69,5.03,14.88,9.85,999.0,17.4,17.4
200412221920,10.07,1.64,5.18,17.65,12.47,999.0,16.3,16.3
200412221930,10.86,1.74,5.62,18.25,12.63,999.0,16.0,16.0
200412221940,10.20,1.66,6.32,18.25,11.93,999.0,16.3,16.3
200412221950,10.70,1.74,5.29,15.69,10.40,999.0,16.3,16.3
200412222000,10.37,1.70,5.46,15.66,10.20,999.0,16.4,16.4
200412222010,10.74,1.42,6.47,16.01,9.54,999.0,13.2,13.2
200412222020,10.15,1.68,5.81,15.60,9.79,999.0,16.6,16.6
200412222030,10.27,1.63,6.22,15.81,9.59,999.0,15.9,15.9
200412222040,9.86,1.47,6.12,14.88,8.76,999.0,14.9,14.9
200412222050,9.52,1.36,5.63,14.09,8.46,999.0,14.3,14.3
200412222100,9.25,1.15,6.02,13.15,7.13,999.0,12.4,12.4
200412222110,11.25,1.70,6.13,16.01,9.88,999.0,15.1,15.1
200412222120,11.87,1.42,6.58,16.47,9.89,999.0,12.0,12.0
200412222130,12.23,1.35,8.11,16.06,7.95,999.0,11.1,11.1
200412222150,9.59,1.40,5.23,13.71,8.48,999.0,14.6,14.6
200412222200,8.59,1.24,5.25,12.20,6.95,999.0,14.4,14.4
200412222210,8.66,1.37,5.41,12.97,7.56,999.0,15.8,15.8
200412222230,10.80,1.28,6.87,14.52,7.65,999.0,11.9,11.9
200412222240,10.61,1.09,6.87,14.44,7.57,999.0,10.2,10.2
200412222250,10.16,1.05,6.62,13.07,6.45,999.0,10.4,10.4
200412222300,9.53,1.00,6.70,12.96,6.26,999.0,10.5,10.5
200412222310,9.33,0.82,6.89,12.01,5.12,999.0,8.8,8.8
200412222330,10.10,1.08,6.87,13.66,6.79,999.0,10.7,10.7
200412222340,11.02,1.35,6.10,15.06,8.96,999.0,12.2,12.2
200412222350,12.00,1.05,8.75,15.68,6.93,999.0,8.7,8.7
200412290330,2.75,0.56,1.86,4.20,2.34,999.0,20.4,20.4
200412291850,4.89,0.40,3.81,6.91,3.10,999.0,8.2,8.2
200412291910,5.13,0.30,4.09,6.34,2.25,999.0,5.9,5.9
200412292130,5.22,0.34,3.99,6.30,2.31,999.0,6.5,6.5
200412292230,5.36,0.48,3.24,6.75,3.51,999.0,8.9,8.9
200412300620,9.26,1.80,4.49,14.65,10.16,999.0,19.5,19.5
200412300630,10.41,1.77,5.41,14.72,9.31,999.0,17.0,17.0
200412300830,12.09,1.66,7.74,17.37,9.63,999.0,13.7,13.7
200412300900,12.06,1.75,6.71,17.90,11.19,999.0,14.5,14.5
200412300910,12.38,1.95,6.66,20.42,13.76,999.0,15.7,15.7
200412300930,12.02,1.66,6.72,17.03,10.31,999.0,13.8,13.8
200412300950,10.81,1.88,4.51,17.08,12.57,999.0,17.4,17.4
200412301000,10.52,2.00,6.03,17.42,11.39,999.0,19.0,19.0
200412301010,10.64,1.72,6.28,15.50,9.22,999.0,16.2,16.2
200412301020,10.88,1.58,5.97,16.75,10.78,999.0,14.5,14.5
200412301030,10.48,1.72,5.68,16.28,10.60,999.0,16.4,16.4
200412301040,10.16,1.72,6.27,16.28,10.01,999.0,16.9,16.9
200412301050,9.56,1.64,4.85,15.15,10.30,999.0,17.2,17.2
200412301100,8.76,1.59,5.03,15.62,10.59,999.0,18.2,18.2
200412301110,10.42,1.45,6.34,15.15,8.81,999.0,13.9,13.9
200412301120,10.02,1.58,4.45,14.71,10.26,999.0,15.8,15.8
200412301150,11.16,2.12,5.00,17.92,12.92,999.0,19.0,19.0
200412301200,10.62,1.59,6.44,17.32,10.88,999.0,14.9,14.9
200412301210,9.22,1.37,5.87,13.84,7.97,999.0,14.8,14.8
200412301220,9.42,1.51,5.48,14.49,9.01,999.0,16.1,16.1
200412301230,10.10,1.60,6.29,14.59,8.30,999.0,15.8,15.8
200412301240,9.32,1.83,4.92,14.62,9.70,999.0,19.6,19.6
200412301250,9.90,1.73,4.60,16.55,11.95,999.0,17.4,17.4
200412301300,9.94,1.51,6.08,14.75,8.67,999.0,15.2,15.2
200412301310,9.93,1.52,5.67,15.55,9.88,999.0,15.3,15.3
200412301330,9.44,1.66,5.25,15.88,10.63,999.0,17.6,17.6
200412301340,9.39,1.48,5.55,14.47,8.92,999.0,15.8,15.8
200412301350,10.16,1.85,5.78,16.75,10.97,999.0,18.2,18.2
200412301400,9.74,1.41,5.19,14.13,8.94,999.0,14.4,14.4
200412301410,9.81,1.68,5.46,15.19,9.73,999.0,17.1,17.1
200412301440,9.76,1.43,6.08,14.74,8.66,999.0,14.6,14.6
200412301450,10.78,1.65,5.99,15.95,9.96,999.0,15.3,15.3
200412301520,10.59,1.99,5.47,16.36,10.89,999.0,18.8,18.8
200412301530,11.46,2.01,6.25,18.20,11.95,999.0,17.5,17.5
200412301540,10.35,1.67,6.22,15.31,9.09,999.0,16.1,16.1
200412301610,9.88,1.94,5.46,16.18,10.72,999.0,19.7,19.7
200412301720,10.81,1.91,5.68,16.94,11.26,999.0,17.6,17.6
200412301740,9.56,1.70,5.24,15.65,10.41,999.0,17.8,17.8
200412301750,9.96,1.71,5.19,15.07,9.88,999.0,17.2,17.2
200412301850,9.76,1.82,5.59,16.68,11.09,999.0,18.6,18.6
200412302030,8.66,1.68,4.60,15.59,10.99,999.0,19.4,19.4
200412302040,9.10,1.58,5.10,14.40,9.30,999.0,17.3,17.3
200412302050,8.63,1.47,5.13,13.88,8.75,999.0,17.0,17.0
200412302100,8.71,1.40,4.66,13.22,8.56,999.0,16.0,16.0
200412302110,8.82,1.41,5.26,13.50,8.24,999.0,15.9,15.9
200412302120,8.79,1.50,4.42,14.11,9.69,999.0,17.1,17.1
200412302130,8.50,1.59,3.93,13.38,9.45,999.0,18.7,18.7
200412302140,8.53,1.30,4.85,12.78,7.93,999.0,15.3,15.3
200412302150,8.83,1.60,5.19,15.67,10.48,999.0,18.2,18.2
200412302240,9.11,1.70,4.66,14.66,10.00,999.0,18.6,18.6
200412310010,7.50,0.84,5.13,10.11,4.98,999.0,11.2,11.2
200412310020,7.88,0.76,5.38,10.59,5.21,999.0,9.7,9.7
200412310040,8.35,0.81,5.84,10.90,5.06,999.0,9.7,9.7
200412310050,7.96,0.78,5.83,10.31,4.48,999.0,9.8,9.8
200412310100,7.48,0.76,5.32,10.37,5.05,999.0,10.1,10.1
200412310110,7.85,0.81,5.16,10.07,4.91,999.0,10.3,10.3
200412310120,8.25,1.08,5.20,11.90,6.70,999.0,13.1,13.1
200412310140,7.63,0.76,5.39,10.14,4.75,999.0,9.9,9.9
200412310150,7.10,0.57,5.30,8.94,3.64,999.0,8.0,8.0
200412310210,7.34,0.64,5.28,9.39,4.11,999.0,8.7,8.7
200412310220,7.46,0.66,5.39,9.67,4.28,999.0,8.9,8.9
200412310230,8.12,0.63,6.09,10.62,4.53,999.0,7.8,7.8
200412310250,7.90,0.69,5.65,10.18,4.53,999.0,8.7,8.7
200412310350,7.03,0.50,5.56,8.81,3.25,999.0,7.1,7.1
200412310420,6.87,0.61,5.16,8.92,3.76,999.0,8.9,8.9
200412310430,6.49,0.46,5.01,8.07,3.06,999.0,7.0,7.0
200412310440,6.26,0.57,4.56,8.28,3.72,999.0,9.1,9.1
200412310500,6.16,0.47,4.85,7.98,3.13,999.0,7.6,7.6
200412310510,5.96,0.49,4.38,7.96,3.58,999.0,8.2,8.2
200412310530,5.47,0.60,3.88,7.34,3.46,999.0,11.0,11.0
200412310600,5.41,0.53,3.62,7.08,3.46,999.0,9.8,9.8
200412310620,5.06,0.38,3.93,6.69,2.76,999.0,7.5,7.5
200412310630,4.76,0.31,3.79,5.81,2.02,999.0,6.6,6.6
200412310640,5.16,0.36,3.95,6.47,2.52,999.0,6.9,6.9
200412310700,5.19,0.44,3.73,6.59,2.86,999.0,8.4,8.4
200412310710,4.97,0.49,3.51,6.53,3.02,999.0,9.8,9.8
200501010310,4.98,0.41,3.53,6.22,2.69,999.0,8.1,8.1
200501010400,6.03,0.55,3.94,7.73,3.79,999.0,9.1,9.1
200501010430,5.16,0.51,3.20,6.72,3.52,999.0,10.0,10.0
200501010440,4.86,0.50,3.17,6.46,3.29,999.0,10.2,10.2
200501010500,5.03,0.52,3.23,7.00,3.77,999.0,10.4,10.4
200501010600,5.25,0.67,3.48,7.47,3.99,999.0,12.7,12.7
200501010610,5.71,0.68,3.69,7.66,3.97,999.0,12.0,12.0
200501010700,5.04,0.64,3.07,7.51,4.44,999.0,12.7,12.7
200501010710,5.07,0.54,3.31,7.31,4.00,999.0,10.7,10.7
200501010720,4.76,0.53,3.29,6.51,3.22,999.0,11.0,11.0
200501010930,6.44,0.72,4.00,8.69,4.69,999.0,11.1,11.1
200501010940,6.38,0.62,4.49,8.60,4.11,999.0,9.7,9.7
200501010950,6.03,0.54,4.37,7.60,3.23,999.0,8.9,8.9
200501011220,6.55,0.93,4.13,10.41,6.28,999.0,14.1,14.1
200501012340,9.19,1.77,4.48,15.61,11.13,999.0,19.2,19.2
200501020120,11.02,1.59,6.28,17.41,11.13,999.0,14.4,14.4
200501020130,10.10,1.67,5.07,15.23,10.16,999.0,16.5,16.5
200501020140,10.37,1.78,5.71,16.02,10.31,999.0,17.1,17.1
200501020150,11.46,1.87,6.32,17.63,11.31,999.0,16.3,16.3
200501020200,11.53,2.04,6.15,17.60,11.45,999.0,17.6,17.6
200501020210,10.23,2.02,5.73,16.06,10.33,999.0,19.8,19.8
200501020230,10.36,2.42,4.81,19.16,14.35,999.0,23.4,23.4
200501020240,11.41,2.38,4.67,18.66,13.99,999.0,20.9,20.9
200501020310,8.89,1.92,4.51,14.93,10.42,999.0,21.6,21.6
200501020320,7.43,1.34,4.17,11.43,7.26,999.0,18.1,18.1
200501020330,9.22,1.96,5.00,15.39,10.39,999.0,21.3,21.3
200501020420,11.79,1.43,7.33,16.18,8.85,999.0,12.1,12.1
200501020440,11.21,1.62,6.03,15.62,9.59,999.0,14.4,14.4
200501020450,11.55,1.66,5.31,15.99,10.68,999.0,14.4,14.4
200501020500,11.33,1.45,6.49,15.85,9.36,999.0,12.8,12.8
200501020600,11.87,1.71,7.90,16.96,9.06,999.0,14.4,14.4
200501020620,13.05,2.53,5.87,20.63,14.76,999.0,19.4,19.4
200501020630,13.27,1.77,7.56,19.07,11.51,999.0,13.4,13.4
200501020750,6.55,1.26,3.93,11.31,7.38,999.0,19.2,19.2
200501020820,12.70,1.81,8.09,18.53,10.44,999.0,14.2,14.2
200501020830,14.45,1.69,9.04,20.07,11.03,999.0,11.7,11.7
200501020850,13.16,1.88,6.75,19.18,12.43,999.0,14.3,14.3
200501020900,14.24,1.96,7.62,20.98,13.36,999.0,13.8,13.8
200501020910,14.15,1.45,9.29,18.85,9.56,999.0,10.2,10.2
200501020920,14.10,1.81,8.91,21.51,12.60,999.0,12.9,12.9
200501020930,16.98,2.42,10.08,25.81,15.73,999.0,14.2,14.2
200501020940,14.61,2.78,7.67,24.26,16.59,999.0,19.0,19.0
200501020950,12.42,1.70,6.54,16.71,10.17,999.0,13.7,13.7
200501021040,11.63,2.28,6.18,19.45,13.27,999.0,19.6,19.6
200501021050,14.29,2.31,7.02,21.35,14.33,999.0,16.2,16.2
200501021100,15.92,2.37,9.14,22.27,13.13,999.0,14.9,14.9
200501021110,14.87,2.11,7.39,22.15,14.76,999.0,14.2,14.2
200501021120,13.52,1.83,6.67,19.11,12.44,999.0,13.5,13.5
200501021130,13.76,2.05,7.83,21.82,13.99,999.0,14.9,14.9
200501021140,15.66,1.81,8.28,22.13,13.85,999.0,11.5,11.5
200501021150,15.46,2.02,8.38,20.90,12.52,999.0,13.1,13.1
200501021200,15.53,1.84,8.72,22.27,13.55,999.0,11.8,11.8
200501021210,14.54,1.58,9.40,19.63,10.23,999.0,10.9,10.9
200501021230,12.91,2.01,6.87,18.54,11.67,999.0,15.6,15.6
200501021250,13.93,1.85,7.04,19.12,12.08,999.0,13.3,13.3
200501021300,13.43,1.50,8.39,19.61,11.22,999.0,11.2,11.2
200501021330,12.79,1.37,8.27,17.56,9.29,999.0,10.7,10.7
200501021350,12.21,1.56,7.88,19.69,11.81,999.0,12.8,12.8
200501021400,12.69,1.49,8.39,18.09,9.70,999.0,11.7,11.7
200501021430,12.61,1.83,7.13,19.07,11.94,999.0,14.5,14.5
200501021440,15.76,2.15,8.93,23.76,14.83,999.0,13.7,13.7
200501021520,11.82,1.57,7.09,18.81,11.72,999.0,13.3,13.3
200501021530,13.54,1.47,8.59,18.25,9.66,999.0,10.9,10.9
200501021550,13.45,1.65,8.03,18.46,10.43,999.0,12.2,12.2
200501021610,12.73,1.81,7.03,17.56,10.53,999.0,14.2,14.2
200501021620,13.23,2.02,8.14,19.30,11.16,999.0,15.3,15.3
200501021630,13.72,1.80,8.55,20.22,11.67,999.0,13.1,13.1
200501021650,11.61,1.77,5.97,16.62,10.65,999.0,15.3,15.3
200501021710,12.50,1.54,8.04,17.50,9.46,999.0,12.3,12.3
200501021740,12.28,1.61,7.60,17.15,9.55,999.0,13.1,13.1
200501021820,13.16,1.77,7.75,18.73,10.98,999.0,13.5,13.5
200501021900,11.95,1.99,7.34,18.83,11.49,999.0,16.6,16.6
200501021920,12.88,1.34,8.61,17.54,8.93,999.0,10.4,10.4
200501021950,10.93,1.24,6.82,14.19,7.37,999.0,11.3,11.3
200501022030,12.42,1.37,7.15,16.90,9.75,999.0,11.1,11.1
200501022140,12.94,1.25,9.00,17.31,8.31,999.0,9.6,9.6
200501022210,14.21,1.70,9.34,19.43,10.09,999.0,12.0,12.0
200501022220,13.66,1.65,8.59,19.46,10.87,999.0,12.1,12.1
200501030020,13.80,1.99,8.13,19.39,11.26,999.0,14.4,14.4
200501030050,13.89,1.55,8.79,18.81,10.02,999.0,11.2,11.2
200501030120,13.28,2.04,7.22,19.69,12.47,999.0,15.3,15.3
200501030250,12.34,1.56,6.94,17.72,10.78,999.0,12.7,12.7
200501030310,13.19,1.36,8.43,17.39,8.96,999.0,10.3,10.3
200501030330,13.37,1.38,8.51,17.65,9.14,999.0,10.3,10.3
200501030440,13.04,1.43,8.75,17.34,8.59,999.0,11.0,11.0
200501030450,13.29,1.38,8.65,17.71,9.06,999.0,10.4,10.4
200501030500,13.09,1.33,8.48,18.22,9.74,999.0,10.2,10.2
200501030510,13.26,1.45,8.46,18.97,10.51,999.0,10.9,10.9
200501030740,14.31,1.54,8.30,19.37,11.07,999.0,10.8,10.8
200501030750,13.64,1.43,8.45,18.48,10.03,999.0,10.5,10.5
200501030840,12.32,1.38,8.02,16.74,8.72,999.0,11.2,11.2
200501030850,11.19,1.20,7.25,15.02,7.77,999.0,10.7,10.7
200501031030,13.74,1.34,9.08,17.84,8.76,999.0,9.7,9.7
200501031230,13.78,1.52,7.48,18.68,11.20,999.0,11.0,11.0
200501031250,12.17,1.31,7.94,15.97,8.03,999.0,10.8,10.8
200501031300,11.10,1.33,6.34,15.91,9.57,999.0,12.0,12.0
200501031550,11.39,1.01,7.66,14.31,6.65,999.0,8.9,8.9
200501031640,12.71,1.17,7.86,16.89,9.03,999.0,9.2,9.2
200501031650,11.49,1.13,7.60,15.00,7.40,999.0,9.8,9.8
200501031900,7.96,1.25,4.69,12.72,8.03,999.0,15.6,15.6
200501031910,8.24,1.64,4.93,15.64,10.71,999.0,20.0,20.0
200501032010,12.25,1.39,7.55,18.14,10.59,999.0,11.3,11.3
200501032040,13.79,1.51,8.44,18.31,9.87,999.0,11.0,11.0
200501040120,12.09,1.63,6.98,17.71,10.73,999.0,13.5,13.5
200501040810,12.02,1.33,7.73,16.87,9.14,999.0,11.1,11.1
200501041020,11.60,1.23,7.66,15.55,7.89,999.0,10.6,10.6
200501041530,12.14,1.64,7.59,17.86,10.27,999.0,13.5,13.5
200501041540,11.78,1.79,5.84,17.97,12.13,999.0,15.2,15.2
200501041850,12.52,2.21,6.97,19.63,12.66,999.0,17.6,17.6
200501041930,14.11,1.71,9.37,19.39,10.02,999.0,12.1,12.1
200501041940,14.81,1.71,9.31,21.55,12.24,999.0,11.5,11.5
200501041950,14.46,1.65,9.24,20.57,11.33,999.0,11.4,11.4
200501051030,8.30,0.99,5.37,12.21,6.84,999.0,12.0,12.0
200501051040,7.46,1.04,4.88,12.00,7.12,999.0,14.0,14.0
200501051050,7.60,0.99,4.74,11.48,6.74,999.0,13.1,13.1
200501051150,7.22,0.88,4.49,10.56,6.07,999.0,12.2,12.2
200501051200,7.82,1.02,4.99,11.09,6.10,999.0,13.0,13.0
200501051240,6.61,1.12,3.72,10.59,6.87,999.0,17.0,17.0
200501051300,7.98,1.29,4.29,11.37,7.08,999.0,16.1,16.1
200501051350,7.67,1.10,4.54,11.46,6.92,999.0,14.4,14.4
200501051400,7.24,1.37,4.07,11.37,7.30,999.0,18.9,18.9
200501051420,5.61,0.94,3.26,9.48,6.22,999.0,16.7,16.7
200501051430,4.72,1.01,2.27,8.31,6.04,999.0,21.4,21.4
200501051450,5.95,0.96,3.40,9.33,5.93,999.0,16.2,16.2
200501051510,6.83,1.29,3.28,10.14,6.86,999.0,19.0,19.0
200501051520,7.29,1.24,4.29,11.74,7.45,999.0,17.1,17.1
200501051600,8.21,1.19,4.79,11.48,6.69,999.0,14.5,14.5
200501051620,8.19,1.38,4.69,12.21,7.52,999.0,16.9,16.9
200501051650,6.79,1.16,3.62,10.60,6.98,999.0,17.1,17.1
200501051740,6.58,0.83,4.14,9.91,5.77,999.0,12.6,12.6
200501051840,6.91,1.02,3.87,10.28,6.41,999.0,14.8,14.8
200501051850,7.52,1.16,4.10,12.28,8.18,999.0,15.4,15.4
200501051900,7.04,1.10,4.44,11.31,6.87,999.0,15.6,15.6
200501051910,6.79,1.15,3.61,10.64,7.03,999.0,16.9,16.9
200501052000,7.71,1.13,5.16,11.37,6.21,999.0,14.7,14.7
200501052010,7.68,1.34,4.55,12.11,7.56,999.0,17.4,17.4
200501052030,8.18,1.29,4.47,13.42,8.95,999.0,15.8,15.8
200501052040,7.88,1.40,4.07,12.82,8.75,999.0,17.7,17.7
200501052110,7.53,1.27,4.30,12.65,8.35,999.0,16.8,16.8
200501052130,7.06,1.04,4.30,10.93,6.63,999.0,14.7,14.7
200501052200,7.51,1.24,4.64,11.62,6.98,999.0,16.5,16.5
200501052220,7.92,1.13,5.16,12.61,7.45,999.0,14.2,14.2
200501052250,8.20,1.40,4.43,13.51,9.08,999.0,17.0,17.0
200501052300,8.94,1.36,5.28,14.23,8.95,999.0,15.2,15.2
200501060020,8.59,1.44,4.15,13.21,9.06,999.0,16.7,16.7
200501060030,8.97,1.41,5.72,14.42,8.70,999.0,15.7,15.7
200501060400,8.46,1.28,5.45,12.28,6.83,999.0,15.1,15.1
200501060410,8.13,1.26,4.51,11.76,7.25,999.0,15.5,15.5
200501060420,8.11,1.76,4.78,14.42,9.64,999.0,21.7,21.7
200501060930,11.05,1.26,7.06,15.82,8.76,999.0,11.4,11.4
200501061250,13.53,1.88,7.16,18.85,11.69,999.0,13.9,13.9
200501061950,8.44,1.40,4.91,13.46,8.55,999.0,16.6,16.6
200501062030,8.56,1.45,4.98,15.33,10.35,999.0,16.9,16.9
200501062050,9.63,1.67,5.87,15.59,9.72,999.0,17.4,17.4
200501062210,11.81,2.08,6.67,18.28,11.61,999.0,17.6,17.6
200501062230,10.43,2.13,5.48,17.86,12.38,999.0,20.4,20.4
200501062250,11.99,2.09,6.40,20.38,13.98,999.0,17.4,17.4
200501062320,12.11,2.35,5.52,19.36,13.84,999.0,19.4,19.4
200501062330,12.79,1.99,7.00,19.74,12.74,999.0,15.5,15.5
200501062340,12.00,2.10,5.88,19.28,13.40,999.0,17.5,17.5
200501070120,10.52,1.86,5.39,16.14,10.75,999.0,17.7,17.7
200501070200,10.05,1.89,5.44,16.79,11.35,999.0,18.8,18.8
200501070210,9.93,1.65,5.96,16.98,11.02,999.0,16.7,16.7
200501070220,10.23,2.51,5.56,18.20,12.64,999.0,24.5,24.5
200501070240,10.02,2.03,5.01,17.75,12.74,999.0,20.3,20.3
200501070320,12.12,2.12,6.80,18.54,11.74,999.0,17.4,17.4
200501070340,11.50,1.99,6.06,19.18,13.12,999.0,17.3,17.3
200501070420,11.29,2.09,6.54,19.46,12.92,999.0,18.5,18.5
200501070450,10.96,2.20,5.34,17.84,12.50,999.0,20.0,20.0
200501070500,11.73,1.62,7.04,17.39,10.35,999.0,13.8,13.8
200501070550,12.19,2.32,6.13,19.27,13.14,999.0,19.0,19.0
200501070600,12.27,2.02,6.73,18.61,11.88,999.0,16.4,16.4
200501070620,12.33,2.30,6.25,20.96,14.71,999.0,18.7,18.7
200501070700,12.67,2.16,6.44,19.04,12.60,999.0,17.1,17.1
200501070710,13.22,2.15,7.53,21.53,14.00,999.0,16.3,16.3
200501070720,13.25,2.40,6.02,20.96,14.94,999.0,18.1,18.1
200501070730,14.47,2.37,6.96,23.07,16.11,999.0,16.4,16.4
200501070740,13.60,2.11,7.74,22.54,14.80,999.0,15.5,15.5
200501070750,13.57,2.46,7.25,22.10,14.85,999.0,18.1,18.1
200501070800,12.75,2.17,6.76,20.01,13.25,999.0,17.0,17.0
200501070820,12.21,2.47,6.11,20.52,14.41,999.0,20.2,20.2
200501070830,12.64,2.23,7.13,20.16,13.03,999.0,17.6,17.6
200501070840,12.28,2.16,6.31,19.52,13.21,999.0,17.6,17.6
200501070910,12.72,2.51,6.38,20.96,14.58,999.0,19.8,19.8
200501070920,13.23,2.44,7.02,20.42,13.40,999.0,18.4,18.4
200501070930,13.42,2.22,7.62,21.22,13.60,999.0,16.5,16.5
200501070940,13.90,2.41,6.60,21.75,15.15,999.0,17.3,17.3
200501070950,14.05,2.01,8.25,20.44,12.19,999.0,14.3,14.3
200501071000,12.83,2.26,7.05,23.98,16.93,999.0,17.6,17.6
200501071010,13.36,2.33,6.81,20.32,13.51,999.0,17.4,17.4
200501071020,13.15,1.87,7.13,19.56,12.43,999.0,14.2,14.2
200501071030,12.44,2.29,5.58,21.55,15.97,999.0,18.4,18.4
200501071120,11.37,2.09,5.38,18.83,13.45,999.0,18.4,18.4
200501071130,12.52,2.30,7.22,20.61,13.39,999.0,18.4,18.4
200501071140,12.94,2.38,6.73,20.01,13.28,999.0,18.4,18.4
200501071150,13.76,2.19,7.43,21.39,13.96,999.0,15.9,15.9
200501071200,13.21,2.25,7.07,20.67,13.60,999.0,17.0,17.0
200501071210,13.96,2.20,7.62,22.84,15.22,999.0,15.7,15.7
200501071220,14.50,2.07,7.81,24.12,16.31,999.0,14.3,14.3
200501071240,12.41,2.09,6.66,19.70,13.04,999.0,16.8,16.8
200501071250,11.35,1.86,6.50,18.83,12.33,999.0,16.4,16.4
200501071300,11.28,2.06,5.91,20.28,14.37,999.0,18.2,18.2
200501071330,12.87,2.24,6.84,19.18,12.34,999.0,17.4,17.4
200501071340,12.75,1.98,7.74,19.80,12.06,999.0,15.5,15.5
200501071410,12.53,2.04,7.15,19.18,12.03,999.0,16.3,16.3
200501071430,13.01,2.32,6.73,20.44,13.71,999.0,17.8,17.8
200501071530,11.91,1.87,6.42,18.27,11.85,999.0,15.7,15.7
200501071800,10.31,1.79,5.50,16.04,10.54,999.0,17.4,17.4
200501071910,10.17,1.79,5.30,16.23,10.93,999.0,17.6,17.6
200501072000,12.02,2.26,6.40,20.30,13.90,999.0,18.8,18.8
200501072040,12.09,2.06,5.41,18.83,13.42,999.0,17.0,17.0
200501072100,12.67,2.17,7.09,18.44,11.35,999.0,17.1,17.1
200501072140,13.77,2.21,6.75,20.16,13.41,999.0,16.0,16.0
200501072150,11.69,1.99,5.75,18.56,12.81,999.0,17.0,17.0
200501072220,11.12,2.49,5.95,19.27,13.32,999.0,22.4,22.4
200501080040,10.84,1.92,5.72,16.70,10.98,999.0,17.7,17.7
200501080050,11.99,2.43,6.35,21.75,15.40,999.0,20.3,20.3
200501080100,11.67,2.14,6.05,19.11,13.06,999.0,18.4,18.4
200501080210,10.15,1.54,5.77,17.80,12.03,999.0,15.2,15.2
200501080420,9.72,1.54,5.91,15.65,9.74,999.0,15.8,15.8
200501080500,10.80,2.13,6.04,18.20,12.16,999.0,19.8,19.8
200501080630,12.65,2.39,5.85,21.55,15.70,999.0,18.9,18.9
200501080640,11.31,2.77,4.75,20.16,15.41,999.0,24.5,24.5
200501080650,11.94,2.28,6.66,21.64,14.98,999.0,19.1,19.1
200501080700,12.64,2.41,6.80,21.00,14.20,999.0,19.0,19.0
200501080710,12.54,2.47,6.32,20.71,14.39,999.0,19.7,19.7
200501080720,13.57,2.73,6.09,23.12,17.03,999.0,20.1,20.1
200501080730,13.11,2.44,7.34,22.13,14.79,999.0,18.6,18.6
200501080740,13.07,2.76,6.52,21.85,15.33,999.0,21.1,21.1
200501080750,11.08,1.93,5.87,21.22,15.35,999.0,17.4,17.4
200501080800,12.61,2.85,6.04,24.20,18.16,999.0,22.6,22.6
200501080900,13.97,2.35,6.64,23.87,17.23,999.0,16.8,16.8
200501080940,13.81,2.59,6.35,22.13,15.78,999.0,18.7,18.7
