RUN_NAME,Mean,Stdv,Mins,Maxs,Range,STATION_FACTOR,TURB_INT,TREND_CORR_TI
200410212350,20.56,81.47,-132.50,169.20,301.70,999.0,999.0,999.0
200411161010,31.17,85.38,-113.10,181.40,294.50,999.0,999.0,999.0
200411161410,54.41,84.14,-84.70,198.60,283.30,999.0,999.0,999.0
200411161420,53.14,84.15,-94.80,202.60,297.40,999.0,999.0,999.0
200411170400,-5.70,83.49,-128.00,116.20,244.20,999.0,999.0,999.0
200411170410,-4.82,83.63,-126.40,116.40,242.80,999.0,999.0,999.0
200411170420,-4.81,83.71,-205.90,117.80,323.70,999.0,999.0,999.0
200411170430,-5.83,84.25,-127.90,116.50,244.40,999.0,999.0,999.0
200411170440,-4.25,83.99,-126.90,120.40,247.30,999.0,999.0,999.0
200411170450,-4.54,83.64,-129.10,118.10,247.20,999.0,999.0,999.0
200411170500,-5.58,83.85,-127.80,115.90,243.70,999.0,999.0,999.0
200411170510,-6.55,83.90,-135.50,120.60,256.10,999.0,999.0,999.0
200411170520,-6.11,83.92,-133.20,118.90,252.10,999.0,999.0,999.0
200411170530,-5.73,83.38,-128.30,119.40,247.70,999.0,999.0,999.0
200411170540,-5.11,83.27,-126.10,115.10,241.20,999.0,999.0,999.0
200411170550,-7.28,83.23,-128.40,115.60,244.00,999.0,999.0,999.0
200411170600,-6.85,83.40,-128.20,113.40,241.60,999.0,999.0,999.0
200411170610,-7.12,83.66,-130.90,118.10,249.00,999.0,999.0,999.0
200411170620,-7.87,84.03,-134.10,119.20,253.30,999.0,999.0,999.0
200411170630,-8.04,83.97,-132.70,116.50,249.20,999.0,999.0,999.0
200411170640,-6.26,83.42,-127.00,113.90,240.90,999.0,999.0,999.0
200411170650,-6.47,83.53,-127.00,114.20,241.20,999.0,999.0,999.0
200411170700,-6.53,83.75,-126.80,113.80,240.60,999.0,999.0,999.0
200411170710,-7.16,83.92,-130.50,118.50,249.00,999.0,999.0,999.0
200411170720,-7.69,84.05,-132.10,117.30,249.40,999.0,999.0,999.0
200411170730,-7.88,84.27,-131.90,116.40,248.30,999.0,999.0,999.0
200411170740,-6.10,83.40,-128.90,119.80,248.70,999.0,999.0,999.0
200411170750,-4.75,83.22,-125.50,116.40,241.90,999.0,999.0,999.0
200411170800,-4.39,83.27,-125.00,116.40,241.40,999.0,999.0,999.0
200411170810,-3.33,83.18,-122.90,116.30,239.20,999.0,999.0,999.0
200411170820,-3.40,83.35,-122.90,116.50,239.40,999.0,999.0,999.0
200411170830,-3.01,83.40,-122.70,116.30,239.00,999.0,999.0,999.0
200411170840,-3.10,83.27,-123.40,116.50,239.90,999.0,999.0,999.0
200411170850,-3.43,83.27,-121.50,115.30,236.80,999.0,999.0,999.0
200411170900,-2.40,83.38,-121.20,116.20,237.40,999.0,999.0,999.0
200411170910,-47.48,61.91,-120.30,116.20,236.50,999.0,999.0,999.0
200411170920,-67.77,1.64,-70.40,-64.90,5.50,999.0,999.0,999.0
200411170930,-62.77,1.37,-65.20,-60.40,4.80,999.0,999.0,999.0
